99971 2
48 39 73256
39 16 25900
9 30 86398
60 19 23815
69 38 21617
87 22 7861
1 5 32937
41 15 36161
36 3 52714
94 21 68315
59 35 8135
89 78 88848
91 3 18857
77 3 45796
74 43 66710
97 14 28374
30 66 11195
62 49 70763
18 9 66607
1 77 28770
84 15 52084
57 14 67601
82 28 34283
87 10 62862
94 69 72599
5 66 87035
7 44 72697
91 34 88335
31 87 40761
4 74 3034
100 89 12889
40 28 6588
19 31 4878
13 69 48855
29 94 40070
81 92 26389
30 27 865
11 99 43043
40 60 7939
56 90 25147
66 66 30583
10 99 58801
93 51 39116
67 19 85669
65 22 46791
97 80 92139
87 27 49414
4 97 78046
37 45 46036
98 87 88194
23 9 78009
31 76 58204
69 60 81879
17 52 2586
9 8 53226
31 33 1665
98 66 23925
42 59 41317
37 6 4112
36 69 75022
20 73 28264
22 14 70970
81 58 84615
85 24 69385
86 48 28012
23 45 84352
54 52 90414
57 28 58460
23 20 37020
70 76 23818
41 44 91323
84 90 41845
1 28 78968
1 74 97670
27 19 39583
72 35 63640
58 64 34538
13 40 6637
2 53 30860
100 93 46901
63 90 49527
57 71 72842
86 59 16659
18 28 82481
36 49 36055
43 2 92930
6 20 87179
57 91 51383
63 79 55405
87 61 98606
6 94 1870
67 46 5871
85 73 12275
51 9 51621
43 7 7855
99 24 88912
97 56 81127
20 81 66995
90 49 54007
45 17 83640
3 1 83011
27 71 54904
84 98 12452
34 83 40087
4 20 69110
77 6 89872
50 14 79233
32 79 28534
49 37 45911
65 60 31554
36 68 22269
42 23 33844
6 97 10066
12 74 6233
14 83 66069
6 46 88515
36 95 88745
92 44 9062
63 69 70301
32 31 78097
59 65 64085
81 7 15333
52 15 88553
82 42 67713
96 80 41015
45 61 89000
99 42 90934
43 24 6661
63 15 25764
62 16 22927
39 78 4743
79 75 23671
81 73 37208
29 49 21399
97 74 59682
15 23 64327
82 93 98083
55 41 50987
1 14 25402
28 99 12550
54 42 6074
15 14 99961
79 16 62615
56 54 88234
99 3 4128
58 2 71293
87 55 88766
95 74 78568
41 71 36660
57 55 32656
70 34 95756
40 28 33291
14 56 88328
63 45 28827
3 91 7298
96 79 94996
28 91 82120
13 93 31654
34 19 27345
83 74 70838
9 13 61165
88 80 14904
26 88 69308
27 30 41726
68 14 98305
22 78 49946
59 72 43768
29 71 69849
56 66 82473
93 91 56957
95 73 71044
59 42 73473
47 76 19849
41 43 39161
89 33 2507
10 61 20232
97 30 64544
91 2 76495
47 19 20034
3 81 70929
86 18 11458
29 49 51090
80 68 10937
89 54 35115
83 81 29533
87 58 39659
71 24 65056
86 91 77303
18 75 19971
51 50 67351
92 21 54169
39 10 93998
12 68 75820
17 7 90655
9 30 63399
32 51 9172
50 95 65987
23 79 75887
55 7 54105
21 50 21002
91 84 25551
86 37 38211
77 53 64363
26 60 33195
80 8 51177
25 71 66919
81 31 38699
69 64 25634
35 98 72212
4 61 54736
8 71 49603
77 36 42438
77 76 28099
11 35 14493
48 5 60221
63 34 26921
12 81 25722
56 62 66490
12 64 3415
97 28 45573
97 67 60833
64 14 33928
87 31 26430
35 4 18220
41 15 34794
66 58 75799
56 74 94576
4 66 5843
29 45 34062
80 62 47307
11 88 49151
72 52 88473
63 95 90494
83 15 87132
42 79 41119
70 27 5011
65 79 15141
77 58 93911
69 94 9428
99 32 68351
36 83 3825
59 1 39736
8 43 47627
53 88 26095
27 32 1586
93 92 9787
22 45 53930
8 3 23006
69 48 49461
4 83 31121
34 70 75059
4 12 8834
52 20 79574
32 13 36312
75 91 47090
45 48 81025
20 21 93195
13 68 3320
27 92 89814
56 100 23039
69 68 66374
82 11 67314
23 92 98909
46 32 73285
14 54 20691
32 55 69619
86 90 56206
27 37 70118
7 50 39969
92 35 60560
2 17 99175
32 53 40878
75 22 67745
12 91 62867
53 27 40275
72 11 90392
20 6 78178
20 74 70038
84 14 81923
23 2 61525
39 71 88363
88 93 45854
11 64 44628
56 27 83497
6 82 45741
89 63 78964
39 9 80361
85 79 3979
71 10 75451
95 13 18414
36 55 3787
56 73 63253
13 50 19744
77 60 94377
78 15 11021
89 95 74158
78 21 42291
55 14 93504
88 12 90352
100 10 54300
86 23 92679
96 94 26671
67 1 31164
74 65 12572
58 78 40364
17 9 71694
67 47 38001
18 22 77232
32 1 8055
22 31 77520
99 26 38837
80 21 7158
7 95 312
63 80 56924
87 91 27903
17 20 72004
94 60 24012
5 24 29509
53 74 31211
50 86 94905
72 31 43858
89 45 9127
96 36 66367
41 28 2849
8 58 72301
39 35 76472
83 84 21324
42 87 90469
40 59 98351
75 61 92969
53 40 19008
70 81 12402
40 26 83613
55 56 25046
65 93 10331
13 53 36815
48 18 45236
42 69 35741
56 48 63946
14 35 23144
97 30 29957
68 54 52183
83 82 46072
3 94 3728
95 20 6781
71 47 1548
60 30 16239
38 17 84681
68 35 55715
35 29 54049
10 40 7475
20 73 77137
40 77 53874
87 61 90026
13 6 18018
10 30 73038
17 92 49008
31 72 49343
22 49 89480
24 17 50339
91 39 96661
18 35 44135
79 43 99506
6 23 82838
24 58 73133
77 29 42099
54 25 2221
94 22 28748
50 28 83054
65 34 21371
38 23 67826
69 45 25400
20 90 85341
18 84 74310
68 84 76305
18 77 831
11 43 7916
34 30 39557
87 68 14734
86 4 21663
34 63 53437
2 38 9123
32 54 94379
97 97 67707
70 90 17488
70 44 15880
75 75 35405
81 55 92797
31 31 8865
72 4 25495
99 90 97826
22 29 67608
48 49 69961
18 25 86961
15 87 43827
97 13 41866
34 7 29034
1 43 53105
43 77 98079
38 29 13827
51 67 74601
23 2 14008
77 75 2059
1 79 4568
57 13 4572
10 71 8556
73 60 52983
16 27 32287
80 25 82266
37 48 39876
51 59 3984
88 69 60736
12 82 35295
60 56 49396
99 30 91550
34 20 30559
29 78 72665
31 94 28987
1 51 32365
64 37 10661
5 11 71498
76 53 13679
86 35 60605
28 62 7299
18 84 90937
84 36 57881
14 42 28033
18 42 56288
12 33 17226
69 80 14634
40 29 21843
50 85 87180
58 46 54461
7 9 97775
52 94 59435
61 100 53980
90 85 66525
79 16 68545
2 24 995
41 85 76860
78 80 3610
63 93 57527
75 70 43041
47 87 57338
9 68 65381
16 69 11142
97 35 63026
20 47 85731
43 37 45733
10 74 90775
93 33 14717
21 77 3898
61 95 11036
63 62 92506
89 66 91825
87 93 32681
8 6 44135
89 31 57668
21 85 22511
22 21 94586
60 98 14314
37 83 6614
44 10 11425
58 22 40442
19 41 9602
82 34 90063
87 24 71404
61 10 24505
53 57 41258
8 81 65070
7 38 58133
18 50 4234
80 83 76671
81 87 61948
10 1 7876
66 61 95345
55 25 994
35 70 64829
30 64 60282
40 54 44135
4 1 97982
98 72 66283
20 1 4733
30 51 61035
93 76 46323
15 8 36841
1 36 27341
84 34 90715
85 34 52544
28 3 97556
46 83 58548
57 81 85783
98 8 19123
79 24 30172
7 38 45848
5 4 31873
89 40 82902
84 6 99793
78 87 23055
90 19 56745
72 68 54456
97 35 28080
11 96 6489
64 39 42111
37 44 45953
45 56 822
17 22 61702
45 37 3317
65 78 87263
47 59 78928
83 30 46877
44 78 34344
87 82 12937
96 2 95995
79 87 46466
18 73 84788
11 45 96940
14 14 99230
50 81 38470
53 56 9973
22 41 30818
88 85 90295
75 30 73911
83 61 66461
57 30 7099
20 51 18174
84 74 20309
69 76 18499
69 4 87851
91 10 29496
69 80 63953
52 59 58347
66 67 10058
11 52 88250
33 3 74329
15 28 26327
45 95 1496
56 61 91439
38 46 32285
90 12 42615
23 68 86568
16 35 78245
8 16 36443
7 22 30495
66 43 35071
10 73 74483
42 82 80348
85 73 31124
19 92 53752
41 39 30488
23 25 86751
34 35 48411
47 38 39166
1 21 68124
28 44 41125
95 76 9437
87 12 15478
24 86 12985
86 9 36919
6 70 8583
100 44 46198
35 28 45264
46 27 4749
42 56 60129
41 58 28641
44 95 90507
34 68 28641
72 74 1126
44 18 70529
11 46 37227
72 68 8343
21 56 25146
17 9 88862
23 2 26333
64 42 12530
22 6 28641
79 38 47857
1 16 54274
48 45 72788
69 66 74331
40 9 41019
68 42 71958
13 29 23574
84 58 99807
58 98 33356
76 60 93050
87 43 57976
8 52 82666
52 62 97059
14 71 57897
58 50 37920
43 44 54966
94 76 33064
14 25 25868
74 15 71956
47 18 58196
25 59 36179
38 90 41883
71 45 19438
90 39 25988
81 23 94299
22 43 95651
53 76 9986
41 52 86194
47 23 16253
11 93 91226
96 34 72382
39 85 85571
17 22 51392
59 35 16838
29 73 76860
90 28 75729
95 92 34569
46 7 43197
100 4 10930
35 87 27152
15 98 44421
43 75 84582
77 13 15095
9 65 88468
16 59 36355
46 34 22181
10 78 14047
76 29 42911
3 69 53950
52 60 396
90 64 99043
45 95 14350
78 58 20609
62 84 15127
36 43 85350
26 88 58908
92 40 86894
77 20 44640
22 88 70338
76 23 95820
86 1 50132
49 63 77147
65 3 431
1 92 45001
10 66 75278
28 41 92908
10 23 58206
30 58 21249
46 47 71071
7 74 46986
63 33 56839
97 38 45141
58 53 81512
64 56 54507
70 95 24827
97 94 71080
50 46 37563
64 87 77141
56 96 76918
72 28 76148
14 21 9121
40 77 54476
90 12 91969
72 70 65526
83 34 33858
83 29 34926
21 66 77923
29 34 80742
35 62 31711
73 22 89006
36 3 44428
99 98 62575
71 64 81169
59 13 65230
82 85 94734
26 85 4402
5 1 13883
68 87 66526
2 7 33233
90 76 58507
24 48 71005
30 40 13229
88 69 81944
34 88 75515
49 90 69540
33 88 52797
82 7 9470
42 49 83423
9 64 24192
39 55 81547
39 23 98742
36 63 28087
28 15 21831
71 90 67558
93 7 75651
45 18 14447
43 14 30553
63 71 85414
2 93 57697
56 6 43420
71 1 79674
97 90 37452
19 79 56433
39 48 42365
75 86 91057
16 93 43656
43 98 55689
71 74 40472
32 33 11882
14 53 69326
90 74 75900
6 92 85
2 41 9721
75 3 92569
33 10 45493
75 97 82660
30 7 29020
48 92 29362
28 70 46614
65 4 41136
44 26 30843
43 61 6242
25 82 97846
18 77 68625
24 75 59030
37 47 91357
47 58 26470
42 16 85799
37 15 90766
61 28 1478
28 93 84375
61 64 25611
13 54 39611
9 8 93734
55 85 17179
74 16 68610
1 70 4181
79 60 30309
30 40 57852
77 9 99429
81 44 69430
29 48 93410
73 49 35764
1 89 17446
63 80 53035
25 60 70323
89 26 57186
5 45 88015
13 99 35371
65 10 82080
23 64 9763
78 67 76090
28 32 59336
69 94 43495
42 16 58024
23 42 91025
2 68 66476
80 5 10666
81 22 80805
70 37 95234
41 70 56968
82 55 75739
47 33 78482
91 96 96751
4 86 71387
34 39 19416
45 85 82978
20 53 81779
40 60 51992
53 78 34461
24 78 72924
87 41 95224
17 14 771
24 77 44754
21 15 10012
52 99 82304
37 20 48615
15 21 75250
24 9 20117
98 58 1170
12 9 39158
20 8 67448
60 25 53125
30 10 80413
50 15 70881
45 99 99072
30 58 37808
19 61 16790
64 49 72420
75 44 649
39 55 39325
64 15 57510
76 37 5901
88 99 48141
29 7 89600
30 71 52289
12 19 19668
38 23 64253
33 58 54505
68 51 21377
6 64 67719
11 16 29010
47 14 298
82 41 3556
86 61 56288
77 60 18635
60 48 82799
65 29 55741
84 57 95734
37 31 31617
35 23 67735
59 4 9079
36 98 48244
84 77 50276
33 81 75404
50 97 31446
42 53 9827
41 20 58659
74 68 19336
20 14 67390
45 97 27948
14 28 38435
39 18 62641
47 11 51926
79 20 56855
97 60 64779
87 70 51717
34 2 28688
43 20 56422
20 8 35580
85 87 13647
21 16 94262
2 99 22751
78 43 12868
55 17 48324
48 43 23872
41 27 32515
76 98 52575
100 71 77267
12 31 5530
22 93 88923
22 71 36565
83 4 48045
50 71 31415
95 74 44407
89 11 85703
89 4 97252
42 29 36479
94 13 55131
90 65 59950
31 6 50820
90 65 14163
96 91 68851
66 97 60057
49 75 41533
62 26 11651
3 24 23202
82 10 33438
67 59 12266
21 84 13605
11 27 91637
74 69 41430
32 74 23475
94 77 44389
28 65 40178
31 35 20860
32 47 19295
47 28 10945
42 100 21970
64 81 73569
29 89 99443
13 52 78776
80 53 50283
30 74 51932
43 12 69292
44 73 94911
77 9 43067
40 10 54212
8 65 82436
2 38 25703
38 27 60212
7 7 44124
28 65 82064
2 86 10488
10 12 20752
31 33 71719
10 74 25188
95 44 14079
86 83 26875
64 80 10091
31 52 69598
56 98 17917
80 94 48915
40 82 13978
14 2 12931
63 2 9850
11 7 83655
80 6 26393
11 72 55430
84 5 87010
97 22 33676
15 83 88237
90 43 50078
87 21 45334
90 29 1304
20 71 48247
68 43 94280
29 83 88399
55 16 82962
45 85 31687
64 53 93208
37 5 97594
51 42 77068
33 77 91413
44 37 33158
50 33 57843
78 56 64061
52 82 73844
45 82 89511
100 47 74578
53 10 21550
32 40 48437
76 6 81334
43 94 67500
3 32 90486
85 46 94477
31 92 58865
27 32 55642
58 3 24150
58 8 37599
77 59 47920
28 52 66488
11 17 37797
74 64 19674
8 29 79966
14 9 11793
25 73 38526
89 70 8291
96 43 63909
16 80 14961
20 43 39539
46 59 41155
35 37 94064
40 52 52237
82 95 82125
82 61 27683
31 100 97090
24 67 59976
84 91 25927
21 64 35574
59 84 31477
94 4 82748
97 89 56532
45 13 70061
35 28 54861
51 26 59683
57 70 53041
75 29 8742
77 48 73606
8 53 51579
45 19 79335
91 32 49732
55 16 36423
5 37 16963
12 57 47977
72 15 61706
55 37 91931
3 17 93396
16 5 15985
16 45 71260
74 85 15259
68 55 82455
17 100 6389
33 94 93329
67 12 74307
22 64 78895
97 26 30265
93 81 94034
19 64 46757
7 54 20498
36 3 20700
77 65 15089
92 90 85130
88 10 53144
14 5 55713
82 55 73043
15 75 50412
29 73 29086
39 7 14727
10 62 21457
3 89 39971
79 81 8604
35 37 57900
66 73 30608
53 61 3202
91 61 48010
20 81 10544
52 31 83751
31 21 70662
10 91 46139
100 86 22957
74 75 94485
49 55 58641
39 87 85962
2 20 58199
41 74 56803
9 20 34110
64 29 66772
52 56 20569
11 66 46817
62 7 9037
76 10 65631
86 22 98991
76 27 60738
20 3 36881
30 73 76290
71 38 75576
89 49 76020
73 45 94979
45 6 69404
11 91 77115
89 36 59871
22 77 96361
35 69 39842
82 50 19551
73 62 97535
24 61 47660
10 63 79576
27 69 94605
9 65 77636
58 73 79424
14 67 5982
46 43 31432
22 87 503
4 54 25753
20 84 86249
2 7 53787
53 73 50339
36 34 95241
32 9 18847
36 31 85558
25 6 91335
59 35 86239
93 64 9487
36 23 25501
4 93 68528
18 79 64691
66 23 11662
3 31 17753
46 25 4245
22 76 2328
36 97 45189
60 18 86371
93 8 83605
49 82 30017
4 75 65528
67 19 68189
4 90 72276
44 24 62959
5 95 31219
46 70 26479
90 93 31582
8 29 41917
28 15 28556
61 53 25819
66 29 81543
9 72 22796
34 34 79287
62 77 97047
43 74 87388
60 62 70545
29 72 30501
12 10 82865
55 23 51308
4 19 68892
13 18 19011
97 60 25363
60 46 73232
35 82 78673
82 35 58417
85 40 75348
7 75 20847
24 51 60467
64 81 94024
80 85 92408
84 57 48751
92 92 27269
82 75 14520
16 15 70077
86 87 46370
7 100 13545
68 93 28869
11 62 71383
9 71 4755
17 83 69950
10 70 49080
87 13 36196
13 75 96290
32 72 38604
62 43 82657
11 95 79322
3 47 54333
46 40 87054
37 92 80328
85 70 10437
31 99 11705
41 57 81151
38 22 66911
37 50 91025
41 23 43174
87 38 76544
76 69 85967
29 81 62968
53 32 64625
3 52 17734
14 75 97030
34 25 7307
71 2 91540
22 40 61426
22 21 90342
19 81 81075
22 29 34331
95 7 69678
34 30 28010
50 85 96690
37 40 43117
41 75 84164
1 27 96922
19 58 72428
4 85 42413
20 72 19040
47 86 78747
35 84 764
28 28 34172
36 10 25734
84 97 73098
19 47 26674
26 1 70845
15 78 2058
86 14 24045
12 17 30248
57 65 70732
62 69 24857
75 98 98349
10 19 58464
45 61 45747
10 4 12437
67 7 50155
67 83 6790
52 8 68892
96 9 3379
64 22 36535
57 57 21084
50 68 38961
75 39 79341
5 66 76019
80 52 21718
24 39 68486
96 80 96312
25 30 38433
27 95 16832
13 40 47023
11 44 46678
7 43 97845
96 53 71934
90 39 57710
32 10 69170
12 25 7034
98 10 7634
76 86 66586
33 71 96820
15 12 11435
38 71 37686
32 61 82602
20 5 56600
98 10 42802
25 12 69645
74 55 30246
37 98 22670
26 67 99866
66 99 24789
94 97 425
53 30 40864
72 68 8490
63 28 80772
83 99 65000
5 35 82091
75 46 8908
81 97 64309
20 83 95969
34 59 72145
5 83 68964
31 47 38020
93 29 58353
92 83 97851
68 23 58099
85 2 36422
64 10 8074
96 56 69991
5 38 61110
79 41 96247
47 81 30312
21 12 36736
50 52 71386
6 15 48890
51 86 88848
12 84 57593
40 99 70905
74 22 2142
34 20 55970
24 47 31457
48 59 20502
39 79 59115
17 38 83224
44 63 11754
5 70 53991
61 15 33243
67 16 37079
38 32 51327
44 47 66300
91 37 5810
66 35 39983
46 18 45710
38 43 85447
98 20 89818
80 94 63335
51 21 78558
72 82 15660
76 20 25187
85 14 59272
56 70 31456
94 35 22577
100 58 31381
21 3 47717
42 49 33499
76 20 26767
74 2 48298
92 38 20682
35 61 64640
26 16 92488
15 99 73156
65 48 75956
41 72 45806
75 31 22131
92 6 25752
78 14 36149
73 25 18140
46 47 27886
55 60 84793
48 63 46570
47 28 69516
89 11 99243
14 55 17574
58 72 55414
19 4 35474
75 70 43678
48 64 69238
23 39 13689
70 76 41787
59 67 75171
13 23 44664
28 33 32389
90 98 4523
85 66 69929
93 94 25739
71 10 10885
80 68 45755
99 13 23348
77 60 3865
92 75 49711
61 100 18751
46 65 92163
25 19 43024
26 30 55207
45 81 10133
48 33 75991
48 42 2148
88 98 73
6 1 9050
20 76 79532
90 53 20123
65 75 28622
31 58 46896
72 14 66963
46 66 9578
80 86 6771
64 48 93827
70 4 17511
32 9 57748
66 51 85743
33 39 30505
74 28 83502
17 20 13718
20 33 72554
73 65 52072
14 36 79944
75 28 44883
81 37 13398
2 36 76009
84 19 66357
97 95 87675
15 57 19452
59 94 27029
16 100 31492
75 81 72617
76 26 56038
11 21 43326
77 91 75551
95 21 2151
99 33 51096
54 30 56063
50 3 84249
6 97 63490
76 20 61389
18 67 29239
43 83 98965
91 20 5283
45 35 79533
25 43 74778
53 35 35300
97 58 24393
75 98 36594
55 36 84054
27 36 19435
9 88 25014
81 49 44852
26 4 95381
94 96 50157
81 32 47857
57 37 7757
37 8 27720
7 34 97998
100 25 9764
24 80 6884
75 19 23889
36 27 44666
96 97 81814
63 6 69216
11 62 43027
64 57 77812
56 54 70517
50 6 37951
92 17 90774
20 30 98224
95 30 22812
95 9 56346
74 93 7421
62 43 92363
59 43 84134
37 65 86541
42 100 37809
95 95 43430
78 35 28981
13 41 24889
28 82 38775
14 8 45945
61 52 91717
28 94 26750
65 12 45845
68 64 76551
74 41 15101
75 85 45213
44 69 19712
34 84 62222
41 65 66902
37 67 90428
35 48 92761
38 62 52507
90 20 5534
87 99 25684
58 90 2280
87 94 79996
9 35 29004
46 45 71586
2 95 19476
54 86 10018
21 79 60998
60 49 26771
30 32 59840
28 79 72779
47 77 83117
78 69 75139
88 50 76422
22 45 79756
40 24 57096
68 36 91945
20 36 65161
39 9 30942
81 10 71513
56 79 59953
23 3 75863
97 41 4687
83 73 65937
16 57 92239
8 18 98094
57 73 51342
22 21 90752
100 30 96065
11 72 65844
90 26 929
6 33 26136
19 16 95343
6 99 61619
72 99 38440
55 92 18618
74 17 67233
79 82 48744
75 67 92338
33 22 28672
65 52 26827
45 23 30232
84 1 23043
35 54 40531
56 54 22197
77 11 47402
3 28 98466
98 93 58479
79 21 89985
34 9 62586
86 59 70437
17 37 10263
74 59 29223
16 17 86035
61 56 71265
56 22 35572
15 35 23370
31 71 78815
17 7 6964
95 79 87825
13 84 98090
99 63 43002
58 11 81853
36 96 51528
86 87 5400
94 23 13796
1 80 13054
18 58 39079
12 63 16210
91 34 50770
84 64 88674
61 17 87655
19 47 59466
61 79 85793
93 4 8333
99 74 67319
62 93 64732
79 10 37376
20 24 16461
6 48 29560
82 54 13669
51 3 31857
81 47 80617
86 77 59930
99 13 32384
33 34 94375
27 76 58398
86 12 33760
24 76 88649
98 5 18397
97 94 77442
40 29 5697
82 7 80240
25 41 42109
85 35 33492
78 45 9038
65 59 14891
78 89 3807
10 69 8486
5 56 73272
93 62 53072
84 34 2652
76 25 90619
13 40 91612
57 51 40744
22 27 9934
28 4 91245
43 76 18526
92 30 93850
16 100 81530
65 50 48662
55 1 33208
49 97 38314
79 47 80084
68 70 90923
62 77 83070
75 2 70845
12 74 36995
82 85 3731
60 44 23484
70 37 85624
70 1 47342
81 34 48038
39 65 51312
49 48 47716
74 5 51314
37 67 88759
86 31 47567
67 16 68777
41 100 73147
80 80 54985
94 53 37425
42 63 33945
38 95 49459
34 91 52162
29 93 6321
6 23 36641
53 56 30250
82 62 92870
90 7 13473
20 8 50996
17 11 40514
42 99 94477
97 69 16087
55 4 72706
70 9 26495
22 97 43800
82 8 17777
16 32 89155
62 27 35978
50 6 20877
89 48 87632
10 18 17570
94 30 51112
9 41 71795
43 18 84015
17 23 54327
57 20 96344
22 86 99220
13 65 42461
39 90 51737
15 40 4743
56 83 65955
24 33 79536
25 92 50465
62 29 30269
36 53 55239
57 75 44915
38 32 69787
18 5 46073
27 7 79990
88 9 67609
90 5 21566
23 64 81958
59 51 43853
4 44 3924
44 34 76209
66 33 10506
30 98 40620
86 48 17622
10 42 60581
36 40 80563
45 90 25841
68 42 62841
84 45 7954
75 75 3050
47 30 69659
63 53 33983
7 55 96267
59 18 61422
10 51 30499
36 8 76207
13 33 41749
74 12 54337
2 84 98968
41 28 59542
3 67 71950
76 72 18719
15 12 91089
47 55 65086
90 88 35704
67 21 52270
19 25 37592
55 87 96896
62 15 84546
50 79 4329
71 100 20580
98 87 60115
28 7 38639
44 20 36155
59 82 601
93 15 85594
68 71 12667
10 67 58129
5 3 42340
2 38 56406
12 71 65960
40 73 74710
27 50 51349
85 93 33889
14 96 44250
17 92 24179
63 3 18753
53 50 24584
32 36 74266
50 26 4458
66 5 6522
61 90 49609
62 46 89671
12 82 29621
90 2 31642
41 91 56860
66 55 6294
31 76 14580
75 21 9746
88 52 58436
39 12 42427
52 29 72134
74 53 47803
82 23 41332
78 83 7288
43 53 68225
24 58 29784
93 34 26763
1 39 30137
74 36 44343
41 66 19544
4 68 58100
39 14 18886
67 37 16617
44 50 97443
33 61 55768
99 1 72180
83 86 49231
67 60 25745
73 51 1006
99 97 81905
47 54 61054
87 2 53761
91 96 56848
4 78 81557
51 33 41740
95 66 30918
37 65 20958
85 88 66217
52 80 56694
49 11 18225
62 71 49223
16 72 97597
58 28 21149
49 31 63729
31 8 72710
48 59 27738
27 77 99337
20 80 90808
26 92 78913
87 8 44739
87 88 92059
5 40 75929
96 59 87459
17 5 44163
38 8 27036
11 52 89180
58 97 1082
84 88 89717
6 9 87245
21 55 22299
73 84 2528
98 20 98418
16 2 95012
41 15 95831
50 17 17415
6 78 79913
76 54 17866
97 62 2120
62 20 6031
59 41 10424
51 62 89968
55 13 89681
78 57 298
74 95 50717
31 37 53819
70 36 5901
88 29 3399
68 45 81326
5 76 96313
65 69 61534
96 24 25111
20 12 10832
41 72 51528
28 72 1893
75 5 54678
53 56 82761
53 23 70359
66 83 7075
53 39 95795
91 3 56742
100 42 7565
14 45 47864
67 50 23191
100 16 42175
100 78 80879
51 73 10700
95 89 463
42 25 51194
55 5 18044
19 78 53842
92 89 1708
18 27 92869
5 48 5257
78 56 42817
52 9 174
52 67 58796
81 31 6516
79 27 39992
23 82 52606
62 17 33860
87 13 41702
65 66 68620
43 81 51919
32 56 31234
94 6 88492
31 6 53045
97 69 53214
71 50 27334
94 84 235
54 71 33001
65 67 45274
70 31 29998
58 26 36632
48 3 88508
10 44 27024
23 33 80264
92 97 25228
4 59 5468
57 25 14735
14 14 34990
93 97 24757
28 32 78326
66 34 14052
45 43 36014
16 26 73038
33 14 38904
45 35 36921
1 2 18221
24 66 14934
66 91 76356
13 16 73822
31 23 22849
29 34 52227
1 68 53966
50 58 7916
96 66 63273
49 35 98627
5 6 44104
20 88 88411
96 82 53383
44 47 9855
60 8 47562
55 92 69656
51 92 46184
3 48 84452
46 49 46464
85 13 26662
75 23 57505
54 84 59352
4 78 89047
57 59 38117
47 83 68783
35 96 50700
59 23 70700
6 30 90890
37 47 30212
5 52 78060
69 89 31078
5 29 35539
91 24 48667
36 59 86105
33 14 27554
73 23 50059
28 20 8711
41 56 71399
18 47 66410
89 54 38325
49 55 34716
17 94 39010
12 58 9128
50 86 22250
8 85 51037
62 59 96709
57 26 63454
32 54 89850
23 67 3129
17 63 81327
12 71 47319
86 45 81712
41 59 20498
51 17 14776
22 11 16721
61 52 42860
5 12 8813
98 80 79188
13 96 29520
39 64 9108
94 91 44728
75 28 99960
19 70 10333
90 29 82846
58 59 69773
7 37 23242
52 94 12020
98 30 22044
57 97 80203
77 81 57354
81 54 65789
69 41 96131
93 76 86239
61 18 11230
75 48 2155
47 46 37015
27 41 29699
81 46 94614
65 25 71709
76 6 32439
71 70 12130
22 35 34544
35 84 18507
11 64 68603
64 50 39702
80 50 8779
37 84 47210
47 71 99480
6 86 55943
67 100 64521
81 44 35772
5 39 86286
89 87 99736
56 19 30173
83 35 91791
10 98 61155
67 65 43208
9 96 81188
82 92 64979
87 86 66302
24 74 61234
100 10 18948
3 97 18423
71 99 64250
67 10 56366
93 4 58137
97 95 96281
17 99 59728
83 7 77227
7 64 7062
35 12 74075
42 69 42003
47 71 52783
67 39 47811
20 10 29618
32 70 11453
23 94 80906
4 81 82420
43 15 6147
8 18 33882
27 15 78745
74 22 63596
76 44 57684
56 97 52679
64 3 21528
32 83 21629
47 89 8883
85 47 68541
49 48 53040
96 35 45266
78 28 78468
74 93 27527
48 100 56038
18 100 75291
58 55 59232
66 18 63075
84 77 8705
50 46 3171
91 26 16521
36 29 93834
78 5 45934
100 81 77512
34 64 88123
69 12 51102
2 15 21376
39 82 51708
42 54 10183
72 42 30888
61 93 71879
41 81 66354
76 80 96759
48 75 87162
7 87 55376
12 61 44382
91 31 22821
56 86 82839
3 19 60233
94 33 10035
51 87 17860
53 27 28411
40 74 21681
85 35 98877
91 6 132
72 90 86063
5 41 36906
56 57 17757
17 78 39325
40 37 3968
89 33 80786
75 100 40998
96 1 66210
35 3 20124
99 53 56006
17 62 6714
8 68 43931
41 1 21261
87 55 98538
20 74 51697
72 22 21020
70 2 45762
34 30 8634
30 33 34188
60 79 42227
23 52 88891
55 51 31241
17 93 57809
47 86 95267
53 63 97306
50 52 15103
69 76 66188
80 71 37265
22 51 97746
81 41 53196
83 43 29381
11 13 74722
94 43 67909
21 50 5789
81 62 39956
84 64 96874
88 19 75483
57 9 39465
81 44 78501
74 71 61280
25 96 54323
19 20 7397
68 18 47925
2 13 43229
6 45 63676
32 73 24757
63 51 20134
33 33 31491
30 23 54155
100 47 40484
93 70 64636
68 65 5771
75 61 6956
87 45 86667
65 45 10965
80 79 51767
23 50 60055
72 16 6207
47 75 36100
31 79 80728
35 95 62920
92 74 24827
97 5 14594
20 10 80588
25 60 60716
79 31 34293
80 42 31230
9 39 23503
4 44 59047
16 65 63499
98 20 34852
42 45 67673
17 25 55673
56 31 91798
60 75 80512
88 29 88403
45 30 50251
37 76 10503
36 32 42430
84 94 43500
88 50 8870
41 24 15382
6 100 28778
78 77 21509
7 16 86794
42 60 23835
43 38 35526
30 47 89371
84 82 46522
85 88 82997
30 28 58088
57 5 95010
48 41 7574
19 74 88116
67 13 88674
67 81 61772
86 83 64823
65 45 47868
27 99 16416
30 35 30357
90 12 69993
14 20 72399
45 1 55990
78 90 75624
15 58 97264
64 23 8766
33 93 15114
48 96 7943
65 78 98101
100 14 28936
